Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yds,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
Gbenda,David,3,3,6,0.5,5,0.0,0,0.0,0.0,0.0,0,0.0,0.5,5,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Muhammad,Malik,5,0,5,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Ford,Jaylan,1,4,5,0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Sweat,T'Vondre,2,3,5,0.5,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,2,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Williams Jr.,Derek,1,2,3,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Taaffe,Michael,1,2,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Murphy II,Byron,0,3,3,0.5,4,0.0,0,0.0,0.0,0.0,0,0.0,0.5,4,1,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Burke,Ethan,1,2,3,1.0,6,0.0,0,0.0,0.0,0.0,0,0.0,1.0,6,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Guilbeau,Jaylon,1,1,2,1.0,2,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Crawford,Kitan,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Barron,Jahdae,0,2,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Bush,Jett,0,2,2,0.5,2,0.0,1,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Broughton,Vernon,0,2,2,0.5,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Sorrell,Barryn,0,2,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Carter,Trill,1,1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Hill Jr.,Anthony,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Jordan,Austin,0,1,1,0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Watts,Ryan,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Holmes,Gavin,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Tapp,J'Mond,0,1,1,0.5,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Lefau,Liona,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Wisner,Quintrevion,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Thompson,Jerrin,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Ross,Kristopher,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Sanders,Ja'Tavion,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Ewers,Quinn,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Mitchell,Adonai,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Brooks,Terrance,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Brooks,Jonathon,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Auburn,Bert,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Collins,Alfred,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,1,rice_texas_9_2_2023,2023-09-02,texas,rice,37.0,10.0,Win,https://texassports.com/sports/football/stats/2023/rice/boxscore/15528,2023
Catalon,Jalen,6,1,7,1.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Hill Jr.,Anthony,4,2,6,2.0,13,0.0,0,0.0,0.0,0.0,0,0.0,2.0,13,1,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Gbenda,David,3,3,6,1.0,10,0.0,0,0.0,0.0,0.0,0,0.0,1.0,10,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Crawford,Kitan,4,1,5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Ford,Jaylan,2,3,5,1.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Watts,Ryan,2,2,4,1.0,1,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Barron,Jahdae,3,1,4,0,0,0.0,0,0.0,1.0,16.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Thompson,Jerrin,1,3,4,0,0,0.0,0,0.0,1.0,32.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Burke,Ethan,4,0,4,2.0,10,0.0,0,0.0,0.0,0.0,0,0.0,1.0,7,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Sorrell,Barryn,1,1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,2,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Murphy II,Byron,1,1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Finkley,Justice,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Muhammad,Malik,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Holmes,Gavin,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Bush,Jett,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Broughton,Vernon,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Sweat,T'Vondre,1,0,1,1.0,1,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Collins,Alfred,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Worthy,Xavier,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Ewers,Quinn,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Mitchell,Adonai,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Brooks,Jonathon,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Auburn,Bert,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_alabama_9_9_2023,2023-09-09,alabama,texas,24.0,34.0,Win,https://texassports.com/sports/football/stats/2023/alabama/boxscore/15529,2023
Barron,Jahdae,6,5,11,0.5,1,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Ford,Jaylan,4,3,7,1.0,8,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Watts,Ryan,6,0,6,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Gbenda,David,2,4,6,0.5,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Sorrell,Barryn,3,2,5,1.0,9,0.0,0,0.0,0.0,0.0,0,0.0,1.0,9,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Hill Jr.,Anthony,2,1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Tapp,J'Mond,3,0,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Crawford,Kitan,2,1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Thompson,Jerrin,2,1,3,0,0,0.0,0,0.0,1.0,27.0,1,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Bush,Jett,1,2,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Sweat,T'Vondre,1,2,3,1.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Collins,Alfred,2,1,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Williams Jr.,Derek,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Catalon,Jalen,1,1,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Broughton,Vernon,1,1,2,1.0,2,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Murphy II,Byron,0,2,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Muhammad,Malik,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Brooks,Terrance,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Taaffe,Michael,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Lefau,Liona,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Helm,Gunnar,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Burke,Ethan,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Mitchell,Sydir,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Worthy,Xavier,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Ewers,Quinn,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Blue,Jaydon,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Auburn,Bert,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,wyoming_texas_9_16_2023,2023-09-16,texas,wyoming,31.0,10.0,Win,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023
Ford,Jaylan,4,4,8,1.0,3,0.0,0,0.0,1.0,5.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Hill Jr.,Anthony,5,1,6,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Muhammad,Malik,4,0,4,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Watts,Ryan,4,0,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Holmes,Gavin,4,0,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Gbenda,David,2,2,4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Murphy II,Byron,4,0,4,3.0,11,0.0,0,0.0,0.0,0.0,0,0.0,2.0,8,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Sweat,T'Vondre,3,1,4,1.0,3,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Williams Jr.,Derek,3,0,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Blackwell Jr.,Morice,1,2,3,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Catalon,Jalen,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Taaffe,Michael,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Bush,Jett,1,1,2,1.0,8,0.0,0,0.0,0.0,0.0,0,0.0,1.0,8,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Finkley,Justice,1,0,1,1.0,10,0.0,0,0.0,0.0,0.0,0,0.0,1.0,10,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Wisner,Quintrevion,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Broughton,Vernon,1,0,1,1.0,3,0.0,0,0.0,0.0,0.0,0,0.0,1.0,3,1,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Bryant,Aaron,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Sorrell,Barryn,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Burke,Ethan,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Collins,Alfred,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Worthy,Xavier,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Ewers,Quinn,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Baxter,CJ,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Robinson,Keilan,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Whittington,Jordan,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Tapp,J'Mond,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Brooks,Jonathon,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Auburn,Bert,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,texas_baylor_9_23_2023,2023-09-23,baylor,texas,6.0,38.0,Win,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023
Ford,Jaylan,4,3,7,1.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0,1,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Barron,Jahdae,3,1,4,1.0,6,0,1,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Gbenda,David,0,3,3,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
