Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yds,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
Moro,Ojomo,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_tcu_10_26_2019,2019-10-26,tcu,texas,37.0,27.0,Loss,https://texassports.com/boxscore.aspx?id=12608&path=football,2019
Jett,Bush,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,texas_tcu_10_26_2019,2019-10-26,tcu,texas,37.0,27.0,Loss,https://texassports.com/boxscore.aspx?id=12608&path=football,2019
Brandon,Jones,4,2,6,1.0,2,1,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Caden,Sterns,3,2,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Joseph,Ossai,5,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,2,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Ta'Quon,Graham,0,5,5,0.5,2,0,0,0,0.0,0.0,0,0,0.5,2,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Juwan,Mitchell,3,1,4,0,0,0,0,0,0.0,0.0,0,0,0,0,1,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Malcolm,Roach,0,4,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Keondre,Coburn,1,3,4,1.0,4,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
B.J.,Foster,2,1,3,1.5,3,0,0,0,0.0,0.0,1,0,0.5,2,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Ayodele,Adeoye,1,2,3,1.0,3,0,0,0,0.0,0.0,0,0,1.0,3,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Jalen,Green,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Anthony,Cook,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
T'Vondre,Sweat,2,0,2,1.0,4,0,0,0,0.0,0.0,0,0,1.0,4,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Devin,Duvernay,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Montrell,Estell,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Marqez,Bimage,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Malcolm,Epps,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
Moro,Ojomo,1,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,1,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
D'Shawn,Jamison,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,kansasstate_texas_11_9_2019,2019-11-09,texas,kansas state,27.0,24.0,Win,https://texassports.com/boxscore.aspx?path=football&id=12609,2019
D'Shawn,Jamison,8,1,9,0,0,0,0,0,1.0,3.0,0,0,0,0,1,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Brandon,Jones,6,3,9,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Joseph,Ossai,4,5,9,0.5,1,0,0,0,0.0,0.0,0,0,0,0,2,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Caden,Sterns,7,1,8,2.0,4,0,0,0,0.0,0.0,0,0,1.0,2,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Juwan,Mitchell,3,3,6,0,0,0,0,0,0.0,0.0,1,0,0,0,1,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Chris,Brown,4,2,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Malcolm,Roach,2,2,4,0.5,1,0,0,0,0.0,0.0,1,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
"Overshown,",DeMarvion,3,0,3,2.0,8,0,0,0,0.0,0.0,0,0,0,0,1,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Jalen,Green,2,0,2,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
B.J.,Foster,1,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Ta'Quon,Graham,2,0,2,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Kenyatta,Watson,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Anthony,Cook,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Jeff,McCulloch,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Kobe,Boyce,1,0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Marqez,Bimage,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_iowastate_11_16_2019,2019-11-16,iowa state,texas,23.0,21.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=12610,2019
Joseph,Ossai,7,1,8,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Caden,Sterns,3,3,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Chris,Brown,3,3,6,0,0,0,1,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Jalen,Green,2,3,5,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
"Overshown,",DeMarvion,4,1,5,1.0,2,1,0,0,0.0,0.0,1,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Ayodele,Adeoye,3,2,5,1.0,7,0,0,0,0.0,0.0,0,0,1.0,7,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Brandon,Jones,2,2,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Malcolm,Roach,4,0,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
D'Shawn,Jamison,2,1,3,0,0,1,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Ta'Quon,Graham,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Byron,Vaughns,1,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Roschon,Johnson,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Sam,Ehlinger,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Jeff,McCulloch,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Jacoby,Jones,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Marqez,Bimage,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Moro,Ojomo,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_baylor_11_23_2019,2019-11-23,baylor,texas,24.0,10.0,Loss,https://texassports.com/sports/football/stats/2019/baylor/boxscore/12611,2019
Brandon,Jones,11,1,12,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Chris,Brown,9,0,9,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
DeMar,Overshown,4,0,4,1.0,1,0,0,0,0.0,0.0,1,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Malcolm,Roach,3,1,4,2.0,11,0,0,0,0.0,0.0,0,0,1.0,10,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Joseph,Ossai,2,2,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Kenyatta,Watson,2,1,3,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
D'Shawn,Jamison,3,0,3,1.0,1,0,0,0,0.0,0.0,2,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Ayodele,Adeoye,1,2,3,0,0,0,0,0,0.0,0.0,2,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Chris,Adimora,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Caden,Sterns,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
B.J.,Foster,1,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Kobe,Boyce,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Marqez,Bimage,2,0,2,1.0,8,1,1,0,0.0,0.0,1,0,1.0,8,1,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Ta'Quon,Graham,2,0,2,1.0,7,0,0,0,0.0,0.0,0,0,1.0,7,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Mason,Ramirez,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Jett,Bush,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Montrell,Estell,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Tyler,Owens,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Moro,Ojomo,1,0,1,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Keondre,Coburn,1,0,1,1.0,1,1,0,0,0.0,0.0,0,0,1.0,1,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
T'Vondre,Sweat,0,0,0,0,0,0,1,11,0.0,0.0,0,0,0,0,0,texastech_texas_11_29_2019,2019-11-29,texas,texas tech,49.0,24.0,Win,https://texassports.com/sports/football/stats/2019/texas-tech/boxscore/12612,2019
Joseph,Ossai,6,3,9,6.0,26,0,0,0,0.0,0.0,0,0,3.0,19,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Caden,Sterns,6,2,8,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Anthony,Cook,4,2,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Juwan,Mitchell,2,3,5,0,0,0,0,0,0.0,0.0,1,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Ayodele,Adeoye,2,3,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Cort,Jaquess,1,4,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Malcolm,Roach,2,2,4,1.5,2,0,0,0,0.0,0.0,0,0,1.0,1,1,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Ta'Quon,Graham,2,2,4,2.5,12,0,0,0,0.0,0.0,0,0,1.0,9,1,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Moro,Ojomo,1,2,3,1.0,4,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Keondre,Coburn,3,0,3,1.0,4,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Jalen,Green,1,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Jeff,McCulloch,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
B.J.,Foster,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
T'Vondre,Sweat,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Chris,Adimora,1,0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Montrell,Estell,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Justin,Mader,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,utah_texas_12_31_2019,2019-12-31,texas,utah,38.0,10.0,Win,https://texassports.com/sports/football/stats/2019/utah/boxscore/13530,2019
Brandon,Jones,5,5,10,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
P.J.,Locke III,5,4,9,1.0,2,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Jeff,McCulloch,2,6,8,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Anthon,Wheeler,3,3,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Charle,Omenihu,4,2,6,0,0,0,0,0,0.0,0.0,1,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Kris,Boyd,2,3,5,1.0,9,0,0,0,0.0,0.0,2,0,1.0,9,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Davante,Davis,4,1,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Kobe,Boyce,4,1,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Chris,Nelson,3,2,5,1.5,2,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Caden,Sterns,3,1,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Gary,Johnson,1,2,3,1.0,2,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
B.J.,Foster,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Malcolm,Roach,1,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Breckyn,Hager,1,1,2,1.0,2,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Cameron,Dicker,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Jarmarqu,Durst,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Ta'Quon,Graham,0,1,1,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Lil'J,Humphrey,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Gerald,Wilbon,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
TEAM,,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,texas_maryland_9_1_2018,2018-09-01,maryland,texas,34.0,29.0,Loss,https://texassports.com/boxscore.aspx?path=football&id=11894,2018
Anthon,Wheeler,6,1,7,1.5,3,0,0,0,0.0,0.0,0,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Kris,Boyd,5,1,6,0,0,0,0,0,0.0,0.0,1,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Malcolm,Roach,6,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
P.J.,Locke III,5,0,5,0,0,1,0,0,0.0,0.0,0,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Gary,Johnson,5,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,1,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Caden,Sterns,3,1,4,0.5,1,0,0,0,1.0,0.0,0,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Kobe,Boyce,4,0,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
Josh,Thompson,2,0,2,0,0,0,0,0,0.0,0.0,1,0,0,0,1,tulsa_texas_9_8_2018,2018-09-08,texas,tulsa,28.0,21.0,Win,https://texassports.com/boxscore.aspx?path=football&id=11895,2018
