PlayerID,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yd,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,Home Score,Away Score,Season,fr_yds,Year
013136,19.0,37.0,56.0,6.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,8.0,782.0,655.0,50299,0.0,50299
013140,96.0,27.0,123.0,8.0,19.0,3.0,1.0,0.0,2.0,58.0,23.0,1.0,1.0,8.0,1.0,818.0,738.0,64368,0.0,64368
013146,79.0,43.0,122.0,6.0,20.0,2.0,1.0,0.0,3.0,38.0,8.0,0.0,1.0,12.0,5.0,724.0,742.0,60347,0.0,60347
013147,15.0,8.0,23.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,265.0,393.0,26134,0.0,26134
013152,77.0,83.0,160.0,47.0,200.0,2.0,4.0,0.0,1.0,8.0,6.0,1.0,22.5,146.0,34.0,745.0,681.0,58338,0.0,58338
013182,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,54.0,4020,0.0,4020
013225,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,2010,0.0,2010
013254,29.0,34.0,63.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,760.0,723.0,54330,0.0,54330
013259,28.0,22.0,50.0,16.0,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,7.0,666.0,574.0,42237,0.0,42237
013263,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,2010,0.0,2010
013276,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,2010,0.0,2010
013318,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17.0,2010,0.0,2010
013320,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,88.0,10054,0.0,10054
013341,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,8043,0.0,8043
