Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,188.0,5.0,183.0,3.0,78.0,9.2,1.0,19.0,0.0,19.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,82.0,1.0,81.0,0.0,32.0,7.4,3.0,23.0,1.0,19.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,10.0,0.0,10.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,26.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,19.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Cain,Casey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,utsa_texas_9_17_2022,https://texassports.com/sports/football/stats/2022/utsa/boxscore/14709,2022-09-17,texas,utsa,41.0,20.0,Win,2022
"Card,Hudson",20.0,30.0,1.0,277.0,2.0,39.0,1.0,3.0,30.0,6.0,24.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
Totals,20.0,30.0,1.0,277.0,2.0,39.0,1.0,30.0,163.0,12.0,151.0,2.0,40.0,5.0,20.0,277.0,2.0,39.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,107.0,4.0,103.0,2.0,40.0,6.4,1.0,22.0,0.0,22.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,2.0,15.0,0.0,8.0,1.7,2.0,23.0,0.0,23.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,9.0,0.0,5.0,4.5,1.0,35.0,1.0,35.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,0.0,15.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,1.0,39.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,10.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Milton,Tarique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,28.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Cain,Casey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Hall,Agiye",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Helm,Gunnar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,texas_texastech_9_24_2022,https://texassports.com/sports/football/stats/2022/texas-tech/boxscore/14710,2022-09-24,texas tech,texas,37.0,34.0,Loss,2022
"Card,Hudson",21.0,27.0,0.0,303.0,3.0,45.0,2.0,4.0,17.0,27.0,-10.0,0.0,17.0,-2.5,0.0,0.0,0.0,0.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Worthy,Xavier",1.0,1.0,0.0,33.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,119.0,2.0,45.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
Totals,22.0,28.0,0.0,336.0,4.0,45.0,2.0,32.0,140.0,30.0,110.0,1.0,17.0,3.4,22.0,336.0,4.0,45.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,102.0,1.0,101.0,1.0,16.0,4.8,2.0,34.0,0.0,24.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,1.0,20.0,0.0,8.0,3.3,2.0,21.0,0.0,15.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,2.0,33.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,31.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,17.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Hall,Agiye",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Milton,Tarique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,westvirginia_texas_10_1_2022,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022-10-01,texas,west virginia,38.0,20.0,Win,2022
"Ewers,Quinn",21.0,31.0,1.0,289.0,4.0,38.0,0.0,2.0,17.0,0.0,17.0,0.0,16.0,8.5,0.0,0.0,0.0,0.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
Totals,21.0,31.0,1.0,289.0,4.0,38.0,0.0,50.0,303.0,7.0,296.0,3.0,26.0,5.9,21.0,289.0,4.0,38.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,133.0,3.0,130.0,2.0,18.0,5.9,2.0,15.0,0.0,12.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,57.0,0.0,57.0,0.0,17.0,6.3,2.0,36.0,0.0,38.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,42.0,3.0,39.0,1.0,18.0,5.6,0.0,0.0,0.0,0.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,32.0,0.0,26.0,8.0,2.0,28.0,1.0,15.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Blue,Jaydon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1.0,14.0,0.0,10.0,2.8,0.0,0.0,0.0,0.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,7.0,7.0,3.0,29.0,1.0,15.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,97.0,0.0,32.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0,2.0,24.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Helm,Gunnar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,9.0,texas_oklahoma_10_8_2022,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022-10-08,oklahoma,texas,0.0,49.0,Win,2022
"Ewers,Quinn",17.0,26.0,0.0,172.0,3.0,26.0,0.0,2.0,3.0,16.0,-13.0,0.0,3.0,-6.5,0.0,0.0,0.0,0.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
Totals,17.0,26.0,0.0,172.0,3.0,26.0,0.0,43.0,215.0,24.0,191.0,0.0,25.0,4.4,17.0,172.0,3.0,26.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,141.0,6.0,135.0,0.0,25.0,4.8,4.0,36.0,0.0,26.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,71.0,0.0,71.0,0.0,16.0,6.5,0.0,0.0,0.0,0.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,2.0,24.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,18.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,1.0,22.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Milton,Tarique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Cain,Casey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iowast._texas_10_15_2022,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022-10-15,texas,iowa st.,24.0,21.0,Win,2022
"Ewers,Quinn",19.0,49.0,3.0,319.0,2.0,41.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
Totals,19.0,49.0,3.0,319.0,2.0,41.0,1.0,32.0,218.0,14.0,204.0,2.0,52.0,6.4,19.0,319.0,2.0,41.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,145.0,5.0,140.0,1.0,42.0,5.8,1.0,41.0,1.0,41.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,0.0,73.0,1.0,52.0,14.6,2.0,5.0,0.0,5.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,19.0,0.0,19.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,-7.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0,1.0,30.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0,0.0,21.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Billingsley,Jahleel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,20.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Thompson,Brenen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,32.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,23.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Milton,Tarique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Cain,Casey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahomast._10_22_2022,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,2022
"Ewers,Quinn",18.0,31.0,0.0,197.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
Totals,18.0,31.0,0.0,197.0,2.0,21.0,0.0,40.0,279.0,10.0,269.0,2.0,68.0,6.7,18.0,197.0,2.0,21.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,216.0,7.0,209.0,1.0,68.0,7.0,2.0,34.0,0.0,21.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,1.0,62.0,1.0,37.0,8.9,0.0,0.0,0.0,0.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,2.0,20.0,0.0,11.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,0.0,18.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,2.0,20.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,18.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Red,Savion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,11.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Billingsley,Jahleel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,texas_kansasstate_11_5_2022,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022-11-05,kansas state,texas,27.0,34.0,Win,2022
"Ewers,Quinn",17.0,39.0,1.0,171.0,0.0,25.0,2.0,5.0,3.0,18.0,-15.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
Totals,17.0,39.0,1.0,171.0,0.0,25.0,2.0,22.0,49.0,21.0,28.0,0.0,9.0,1.3,17.0,171.0,0.0,25.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,1.0,29.0,0.0,9.0,2.4,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,14.0,0.0,9.0,2.8,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,78.0,0.0,25.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,61.0,0.0,24.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,15.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Billingsley,Jahleel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Thompson,Brenen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
"Milton,Tarique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_2022,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022-11-12,texas,tcu,10.0,17.0,Loss,2022
