Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wyoming_texas_9_16_2023,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023-09-16,texas,wyoming,31.0,10.0,Win,2023
"Cook II,Johntay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wyoming_texas_9_16_2023,https://texassports.com/sports/football/stats/2023/wyoming/boxscore/15530,2023-09-16,texas,wyoming,31.0,10.0,Win,2023
"Ewers,Quinn",18.0,23.0,0.0,293.0,1.0,51.0,3.0,5.0,31.0,15.0,16.0,1.0,29.0,3.2,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Worthy,Xavier",1.0,1.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0,21.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Murphy,Maalik",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
Totals,19.0,25.0,0.0,328.0,1.0,51.0,3.0,34.0,194.0,19.0,175.0,4.0,40.0,5.1,19.0,328.0,1.0,51.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,110.0,4.0,106.0,2.0,40.0,5.9,1.0,18.0,0.0,18.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Baxter,CJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,21.0,1.0,7.0,3.5,2.0,16.0,0.0,12.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Blue,Jaydon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,17.0,0.0,9.0,5.7,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Red,Savion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,0.0,49.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Cook II,Johntay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,51.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Mitchell,Adonai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,0.0,17.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Helm,Gunnar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,21.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,14.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Moore Jr.,DeAndre",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_baylor_9_23_2023,https://texassports.com/sports/football/stats/2023/baylor/boxscore/15531,2023-09-23,baylor,texas,6.0,38.0,Win,2023
"Ewers,Quinn",25.0,35.0,1.0,325.0,1.0,39.0,2.0,7.0,45.0,5.0,40.0,2.0,30.0,5.7,0.0,0.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
Totals,25.0,35.0,1.0,325.0,1.0,39.0,2.0,51.0,362.0,26.0,336.0,4.0,67.0,6.6,25.0,325.0,1.0,39.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,218.0,0.0,218.0,2.0,67.0,10.4,1.0,23.0,0.0,23.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Baxter,CJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,69.0,2.0,67.0,0.0,12.0,4.5,2.0,16.0,0.0,15.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Blue,Jaydon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,28.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Wisner,Quintrevion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Mitchell,Adonai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-4.0,0.0,0.0,-4.0,10.0,141.0,1.0,22.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,-15.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,93.0,0.0,39.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Cook II,Johntay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,26.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,11.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Helm,Gunnar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,kansas_texas_9_30_2023,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023-09-30,texas,kansas,40.0,14.0,Win,2023
"Ewers,Quinn",31.0,37.0,2.0,346.0,1.0,39.0,5.0,8.0,14.0,28.0,-14.0,0.0,6.0,-1.8,0.0,0.0,0.0,0.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Red,Savion",1.0,1.0,0.0,25.0,0.0,25.0,0.0,1.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
Totals,32.0,38.0,2.0,371.0,1.0,39.0,5.0,40.0,196.0,40.0,156.0,1.0,31.0,3.9,32.0,371.0,1.0,39.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,133.0,4.0,129.0,1.0,31.0,5.9,5.0,34.0,0.0,9.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Baxter,CJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,4.0,18.0,0.0,9.0,2.6,0.0,0.0,0.0,0.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,4.0,16.0,0.0,20.0,8.0,10.0,115.0,0.0,28.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,108.0,0.0,39.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Helm,Gunnar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,1.0,25.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Mitchell,Adonai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,16.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Sanders,Ja'Tavion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,oklahoma_texas_10_7_2023,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023-10-07,texas,oklahoma,30.0,34.0,Loss,2023
"Ewers,Quinn",23.0,29.0,0.0,211.0,2.0,42.0,3.0,6.0,10.0,17.0,-7.0,0.0,6.0,-1.2,0.0,0.0,0.0,0.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
"Murphy,Maalik",1.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
"Sanborn,Ryan",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
Totals,25.0,32.0,0.0,219.0,2.0,42.0,3.0,37.0,160.0,19.0,141.0,2.0,16.0,3.8,25.0,219.0,2.0,42.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,99.0,0.0,99.0,0.0,15.0,5.0,8.0,51.0,0.0,18.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
"Baxter,CJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,42.0,1.0,16.0,7.0,3.0,9.0,0.0,4.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
"Red,Savion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,texas_houston_10_21_2023,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023-10-21,houston,texas,24.0,31.0,Win,2023
