First Name,Last Name,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season,Year,PlayerID,NameConcat,First Year,Last Year,Fantasy
Harold,King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,28.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000001,HaroldKing,1947,1947,3.3000000000000003
Ralph,Blount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000002,RalphBlount,1947,1947,1.9000000000000001
Bobby,Layne,5.0,6.0,0.0,69.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000003,BobbyLayne,1947,1947,8.96
Paul,Campbell,2.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000004,PaulCampbell,1947,1948,0.68
Tom,Landry,1.0,1.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000005,TomLandry,1947,1948,1.12
,Game,8.0,12.0,1.0,114.0,0.0,28.0,0.0,54.0,354.0,19.0,335.0,5.0,1.0,6.2,8.0,114.0,0.0,28.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000000,Game,,,81.46000000000001
Byron,Gillory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,125.0,0.0,125.0,2.0,0.0,20.8,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000007,ByronGillory,1947,1948,24.5
Billy,Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,93.0,0.0,93.0,2.0,0.0,11.6,1.0,9.0,0.0,9.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000008,BillyPyle,1947,1948,22.7
Randall,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,1.0,34.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000009,RandallClay,1947,1948,3.4000000000000004
Perry,Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,5.0,16.0,0.0,0.0,4.0,1.0,13.0,0.0,13.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000010,PerrySamuels,1947,1948,3.4000000000000004
Travis,Raven,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000011,TravisRaven,1947,1947,-2.0
Jim,Canady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,15.0,0.0,0.0,3.8,1.0,6.0,0.0,6.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000012,JimCanady,1947,1947,2.6
Allen,Lawler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,5.3,1.0,3.0,0.0,3.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000013,AllenLawler,1947,1947,2.4000000000000004
George,Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000014,GeorgeGraham,1947,1947,-0.1
H.J.,Shands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000015,H.J.Shands,1947,1948,0.1
Jim,Lowry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000016,JimLowry,1947,1948,0.1
Dale,Schwartzkopf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000017,DaleSchwartzkopf,1947,1947,5.1000000000000005
H.K.,Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000018,H.K.Allen,1947,1947,0.30000000000000004
Ray,Borneman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000019,RayBorneman,1947,1948,0.6000000000000001
PLACEHOLDER,Terrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,4.0,9.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000020,PLACEHOLDERTerrell,1947,1947,0.9
Raymond,Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000021,RaymondJones,1947,1947,1.4000000000000001
Frank,Guess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,texastech_texas_9_20_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-tech.htm,1947-09-20,texas,texas tech,33.0,0.0,Win,1947,1947,000022,FrankGuess,1947,1948,0.1
Bobby,Layne,6.0,11.0,1.0,138.0,3.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000003,BobbyLayne,1947,1947,20.72
Paul,Campbell,1.0,2.0,0.0,11.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000004,PaulCampbell,1947,1948,6.44
,Game,7.0,13.0,1.0,149.0,4.0,11.0,0.0,34.0,174.0,11.0,163.0,2.0,16.0,4.8,7.0,149.0,4.0,48.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000000,Game,,,98.66000000000001
Perry,Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,44.0,1.0,0.0,14.7,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000010,PerrySamuels,1947,1948,10.4
Byron,Gillory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,41.0,0.0,0.0,10.2,4.0,69.0,2.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000007,ByronGillory,1947,1948,25.0
Randall,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,3.0,29.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000009,RandallClay,1947,1948,8.9
Jim,Canady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,13.0,0.0,0.0,3.2,1.0,21.0,0.0,21.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000012,JimCanady,1947,1947,3.9000000000000004
Billy,Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000008,BillyPyle,1947,1948,1.5
H.J.,Shands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000015,H.J.Shands,1947,1948,0.7000000000000001
Allen,Lawler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000013,AllenLawler,1947,1947,0.6000000000000001
Ralph,Blount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,11.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000002,RalphBlount,1947,1947,7.6
Wilton,Ferrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000034,WiltonFerrell,1947,1947,1.6
Ray,Borneman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000019,RayBorneman,1947,1948,0.0
Max,Bumgardner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,48.0,texas_oregon_9_27_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ore.htm,1947-09-27,oregon,texas,13.0,38.0,Win,1947,1947,000036,MaxBumgardner,1947,1947,11.3
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,91.0,0.0,91.0,1.0,0.0,5.4,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000005,TomLandry,1947,1948,15.1
Jim,Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000038,JimWatson,1947,1947,1.8
Lewis,Holder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,32.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000039,LewisHolder,1947,1948,3.7
Ralph,Blount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,1.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000002,RalphBlount,1947,1947,10.6
Jim,Canady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000012,JimCanady,1947,1947,0.4
Perry,Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000010,PerrySamuels,1947,1948,1.5
H.J.,Shands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,19.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000015,H.J.Shands,1947,1948,1.9000000000000001
Randall,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,25.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000009,RandallClay,1947,1948,14.5
Byron,Gillory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,7.0,26.0,0.0,0.0,5.2,4.0,110.0,1.0,44.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000007,ByronGillory,1947,1948,21.6
Billy,Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,26.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000008,BillyPyle,1947,1948,2.6
,Game,8.0,15.0,3.0,191.0,2.0,28.0,0.0,52.0,238.0,12.0,226.0,3.0,4.0,4.3,8.0,191.0,2.0,44.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000000,Game,,,89.34
Raymond,Jones,1.0,1.0,0.0,28.0,1.0,28.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000021,RaymondJones,1947,1947,7.42
Paul,Campbell,1.0,3.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000004,PaulCampbell,1947,1948,-1.68
Bobby,Layne,6.0,11.0,2.0,155.0,1.0,0.0,0.0,5.0,22.0,5.0,17.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,northcarolina_texas_10_4_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-unc.htm,1947-10-04,texas,north carolina,34.0,0.0,Win,1947,1947,000003,BobbyLayne,1947,1947,9.899999999999999
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,40.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000005,TomLandry,1947,1948,4.0
Jim,Canady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,69.0,4.0,65.0,1.0,0.0,5.0,2.0,56.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000012,JimCanady,1947,1947,19.1
Randall,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,8.0,2.0,0.0,1.6,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000009,RandallClay,1947,1948,12.8
Bobby,Layne,8.0,11.0,0.0,129.0,1.0,0.0,0.0,1.0,0.0,12.0,-12.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000003,BobbyLayne,1947,1947,9.96
Byron,Gillory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,39.0,8.0,31.0,1.0,0.0,3.4,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000007,ByronGillory,1947,1948,9.1
,Game,8.0,11.0,0.0,129.0,1.0,0.0,0.0,49.0,202.0,25.0,177.0,4.0,0.0,3.6,8.0,129.0,1.0,23.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000000,Game,,,75.76
Billy,Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,26.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000008,BillyPyle,1947,1948,2.6
Ralph,Blount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000002,RalphBlount,1947,1947,3.0
Raymond,Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000021,RaymondJones,1947,1947,0.8
Max,Bumgardner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000036,MaxBumgardner,1947,1947,3.1
George,McCall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,23.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000061,GeorgeMcCall,1947,1948,8.8
Lewis,Holder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000039,LewisHolder,1947,1948,1.4
H.J.,Shands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,oklahoma_texas_10_11_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-okla.htm,1947-10-11,texas,oklahoma,34.0,14.0,Win,1947,1947,000015,H.J.Shands,1947,1948,1.1
Jim,Canady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,69.0,0.0,69.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000012,JimCanady,1947,1947,6.9
Lewis,Holder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000039,LewisHolder,1947,1948,1.8
Max,Bumgardner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000036,MaxBumgardner,1947,1947,3.3000000000000003
Billy,Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000008,BillyPyle,1947,1948,0.30000000000000004
H.J.,Shands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,21.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000015,H.J.Shands,1947,1948,2.1
Randall,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,51.0,1.0,50.0,1.0,0.0,3.6,0.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000009,RandallClay,1947,1948,11.0
Byron,Gillory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,57.0,3.0,54.0,0.0,0.0,4.9,1.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000007,ByronGillory,1947,1948,5.9
Raymond,Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,62.0,0.0,62.0,2.0,0.0,4.8,0.0,0.0,0.0,0.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000021,RaymondJones,1947,1947,18.2
,Game,4.0,5.0,0.0,36.0,0.0,0.0,0.0,67.0,272.0,5.0,267.0,3.0,3.0,4.0,4.0,36.0,0.0,13.0,arkansas_texas_10_18_1947,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/47/ut-ark.htm,1947-10-18,texas,arkansas,21.0,6.0,Win,1947,1947,000000,Game,,,51.74
