PlayerID,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,Home Score,Away Score,Season,Total Yards,Total TDs,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yd,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,fr_yds,Year,Fantasy,Team Fantasy
000000,11432.0,20797.0,972.0,150621.0,1035.0,28603.0,1059.0,41723.0,198413.0,20912.0,177501.0,1926.0,23621.0,3142.6,11432.0,150626.0,1035.0,31297.0,29945.0,25083.0,2312586,478748.0,3996.0,37758.0,27885.0,65162.0,4630.0,14152.0,900.0,1190.0,755.0,1126.0,12503.0,3382.0,221.0,2025.0,10651.0,5082.0,243.0,2312620,66585.54000000001,45312.94
000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,33.0,0.0,1947,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,-0.1,-0.1
000002,63.0,115.0,7.0,965.0,9.0,0.0,0.0,43.0,139.0,43.0,96.0,2.0,0.0,5.199999999999999,0.0,0.0,0.0,0.0,222.0,110.0,19470,1061.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19470,100.2,100.2
000003,61.0,135.0,14.0,916.0,6.0,110.0,0.0,39.0,80.0,186.0,-106.0,0.0,0.0,-46.9,0.0,0.0,0.0,0.0,353.0,168.0,31162,810.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31163,34.04,34.04
000004,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,-2.0,-2.0
000005,2.0,3.0,0.0,35.0,0.0,35.0,0.0,136.0,684.0,30.0,654.0,5.0,41.0,85.7,0.0,0.0,0.0,0.0,354.0,189.0,33108,689.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33109,96.80000000000001,96.80000000000001
000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,561.0,68.0,493.0,5.0,8.0,99.1,17.0,341.0,5.0,132.0,429.0,212.0,37002,834.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37003,151.9,87.8
000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,649.0,11.0,638.0,4.0,18.0,82.7,7.0,71.0,0.0,31.0,421.0,220.0,37003,709.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,37004,98.4,91.3
000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,602.0,21.0,581.0,11.0,25.0,66.9,7.0,99.0,0.0,7.0,387.0,213.0,35055,680.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35056,137.5,127.6
000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,221.0,6.0,215.0,5.0,36.0,75.2,3.0,55.0,0.0,13.0,308.0,139.0,23370,270.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23371,58.5,53.0
000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,22.0,0.0,0.0,8.3,1.0,3.0,0.0,3.0,46.0,38.0,3894,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3894,3.0000000000000004,2.7
000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,1.0,20.0,60.0,45.0,5841,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841,17.5,2.5
000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,28.0,33.0,0.0,1947,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,3.3000000000000003,0.5
000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,369.0,10.0,359.0,4.0,4.0,37.1,10.0,146.0,0.0,65.0,222.0,110.0,19470,505.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19470,79.5,64.9
000015,1.0,1.0,0.0,28.0,1.0,28.0,0.0,32.0,161.0,5.0,156.0,2.0,0.0,28.5,0.0,0.0,0.0,0.0,177.0,72.0,13629,184.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13629,34.72,34.72
000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,4.0,9.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,33.0,0.0,1947,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,0.9,0.9
000017,0.0,1.0,1.0,0.0,0.0,0.0,0.0,128.0,768.0,29.0,739.0,9.0,3.0,62.5,1.0,6.0,0.0,6.0,320.0,200.0,29215,745.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29216,127.0,126.4
000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,5.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,81.0,7.0,5841,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841,0.5,0.5
000019,3.0,3.0,0.0,63.0,2.0,63.0,0.0,16.0,98.0,11.0,87.0,1.0,32.0,52.7,1.0,24.0,0.0,24.0,212.0,71.0,17527,174.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17527,32.120000000000005,29.720000000000002
000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,62.0,0.0,62.0,2.0,1.0,8.9,0.0,0.0,0.0,0.0,113.0,0.0,5843,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5843,18.2,18.2
000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,216.0,4.0,25.0,176.0,72.0,13629,216.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13629,52.1,6.5
000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,313.0,15.0,298.0,1.0,31.0,58.3,4.0,43.0,1.0,26.0,418.0,206.0,35054,341.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,35055,48.1,37.800000000000004
000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,38.0,1947,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,1.6,1.6
000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,234.0,2.0,91.0,155.0,110.0,15576,234.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15576,42.900000000000006,7.5
000051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,236.0,0.0,109.0,262.0,130.0,21424,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21425,32.1,8.5
000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,34.0,0.0,1947,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,1.8,0.5
000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,32.0,7788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7788,0.0,0.0
000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,152.0,2.0,97.0,137.0,69.0,13633,152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13633,32.2,5.0
000124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,20.0,0.0,1947,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,1.7000000000000002,0.5
000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,0.0,0.0
000160,10.0,19.0,1.0,162.0,0.0,18.0,0.0,3.0,2.0,11.0,-9.0,0.0,2.0,-9.0,0.0,0.0,0.0,0.0,135.0,41.0,9740,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740,3.5799999999999996,3.5799999999999996
000170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,-7.0,0.0,0.0,-7.0,43.0,716.0,8.0,107.0,303.0,261.0,29240,709.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29241,140.4,20.8
000172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,0.0,25.0,74.0,27.0,5844,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844,8.2,2.0
000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,355.0,20.0,335.0,1.0,9.0,35.5,8.0,92.0,0.0,47.0,234.0,185.0,21446,427.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21446,52.7,43.5
000177,1.0,1.0,0.0,7.0,0.0,7.0,0.0,7.0,8.0,31.0,-23.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,119.0,68.0,11688,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11688,-2.0200000000000005,-2.0200000000000005
000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,81.0,7.0,3896,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3896,4.1,1.0
000189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,20.0,47.0,21.0,3898,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898,2.5,0.5
000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,1948,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,6.3,6.3
000204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,47.0,0.0,1948,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,6.2,1.0
000218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3896,0.0,0.0
000266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1948,0.0,0.0
000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,0.0,0.0
000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,0.0,0.0
000294,1.0,2.0,1.0,30.0,0.0,30.0,0.0,305.0,1245.0,59.0,1186.0,15.0,15.0,62.6,6.0,47.0,0.0,56.0,235.0,258.0,31205,1263.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31206,215.5,210.8
000295,71.0,133.0,9.0,1058.0,8.0,79.0,0.0,59.0,159.0,238.0,-79.0,4.0,0.0,-14.6,0.0,0.0,0.0,0.0,189.0,211.0,21450,979.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21451,88.42,88.42
000296,24.0,49.0,4.0,539.0,5.0,46.0,0.0,50.0,121.0,45.0,76.0,0.0,1.0,-1.8000000000000003,0.0,0.0,0.0,0.0,205.0,229.0,25358,615.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25358,51.160000000000004,51.160000000000004
000297,10.0,28.0,2.0,142.0,2.0,9.0,0.0,58.0,234.0,108.0,126.0,1.0,0.0,11.2,0.0,0.0,0.0,0.0,188.0,182.0,23409,268.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23409,32.28,32.28
000300,8.0,18.0,1.0,147.0,0.0,33.0,0.0,326.0,1826.0,102.0,1724.0,14.0,0.0,144.4,28.0,528.0,6.0,185.0,539.0,565.0,58531,2399.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58533,363.08,274.28000000000003
000301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,113.0,2.0,111.0,0.0,0.0,20.2,3.0,45.0,1.0,0.0,96.0,109.0,11700,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11701,23.1,12.6
000302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0,11.0,54.0,0.0,5.0,9.9,0.0,0.0,0.0,0.0,299.0,278.0,29260,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,29260,5.4,5.4
000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,0.0,28.0,0.0,9.0,13.8,0.0,0.0,0.0,0.0,113.0,94.0,11700,28.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11701,2.8000000000000003,2.8000000000000003
000304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,12.0,4.0,0.0,7.0,5.5,64.0,987.0,8.0,228.0,418.0,485.0,50727,991.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,50728,179.1,32.4
000306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,39.0,68.0,88.0,9752,39.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9752,4.9,1.0
000307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,171.0,7.0,164.0,2.0,2.0,23.9,0.0,0.0,0.0,0.0,163.0,150.0,17554,164.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17554,28.400000000000002,28.400000000000002
000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,122.0,13655,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,13655,0.0,0.0
000329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1950,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,0.0,0.0
000330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,152.0,15603,0.0,0.0,7.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,15603,0.0,0.0
000331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,3901,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3901,0.0,0.0
000332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,77.0,7803,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7803,0.0,0.0
000334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,40.0,7801,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,7801,0.0,0.0
000335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,69.0,9752,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,9752,0.0,0.0
000336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,3900,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3901,0.0,0.0
000338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,3900,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3901,0.0,0.0
000339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,192.0,19513,0.0,0.0,7.0,5.0,12.0,0.0,0.0,0.0,7.0,0.0,4.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,19513,0.0,0.0
000342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,13.0,14.0,1950,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,-0.5,-0.5
000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,135.0,1.0,134.0,1.0,5.0,27.8,0.0,0.0,0.0,0.0,149.0,198.0,23404,134.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,23405,19.400000000000002,19.400000000000002
000345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1950,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,0.0,0.0
000346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,49.0,3902,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3902,0.0,0.0
000347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,69.0,5852,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5852,0.0,0.0
000356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,-8.0,0.0,0.0,-8.0,4.0,34.0,0.0,17.0,60.0,75.0,7801,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7801,4.6000000000000005,1.2
000364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,7.0,35.0,1950,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,1.4,0.5
000368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,61.0,98.0,9756,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9757,0.7000000000000001,0.7000000000000001
000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,0.0,40.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,45.0,41.0,5850,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5850,4.0,4.0
000381,2.0,6.0,1.0,23.0,2.0,23.0,0.0,128.0,547.0,38.0,509.0,3.0,0.0,40.6,2.0,45.0,1.0,45.0,194.0,188.0,23410,577.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,23410,91.32000000000001,80.82000000000001
000457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,0.0,0.0
000460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,1473.0,7.0,1466.0,6.0,0.0,87.3,0.0,0.0,0.0,0.0,378.0,375.0,40982,1466.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40983,182.60000000000002,182.60000000000002
000473,14.0,46.0,3.0,254.0,3.0,130.0,0.0,22.0,24.0,59.0,-35.0,0.0,8.0,-2.5,0.0,0.0,0.0,0.0,331.0,257.0,31237,219.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31237,18.66,18.66
000474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,0.0,0.0
000478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,48.0,29.0,19.0,2.0,4.0,5.5,3.0,52.0,1.0,52.0,106.0,86.0,11706,71.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11706,26.6,15.4
000485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,0.0,0.0
