Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season
"De La Torre, Alex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,2.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"McCoy, Case",26,39,3,221,0,41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Swoopes, Tyrone",3,4,0,17,0,8,1,5,30,8,22,0,12,4.4,0.0,0.0,0.0,0.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
Total,29,43,3,238,0,41,1,43,178,27,151,1,21,3.5,29.0,238.0,0.0,41.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Brown, Malcolm",0,0,0,0,0,0,0,25,79,6,73,1,12,2.9,2.0,16.0,0.0,9.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Bergeron, Joe",0,0,0,0,0,0,0,10,57,8,49,0,21,4.9,5.0,42.0,0.0,14.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Johnson, Daje",0,0,0,0,0,0,0,2,12,0,12,0,7,6.0,1.0,1.0,0.0,1.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Johnson, Marcus",0,0,0,0,0,0,0,1,0,5,-5,0,0,-5.0,4.0,4.0,0.0,8.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,112.0,0.0,41.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,43.0,0.0,12.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,20.0,0.0,11.0,oklahomastate_texas_11_16_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut10.htm,2013-11-16,texas,oklahoma state,13.0,38.0,Loss,2013
"McCoy, Case",10,19,0,139,2,47,1,6,28,10,18,1,16,3.0,0.0,0.0,0.0,0.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Shipley, Jaxon",1,1,0,43,0,43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
Total,11,20,0,182,2,47,1,61,301,20,281,3,27,4.6,11.0,182.0,2.0,47.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,27,132,4,128,0,14,4.7,0.0,0.0,0.0,0.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,17,107,5,102,1,27,6.0,2.0,37.0,0.0,23.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,1,24,0,24,0,24,24.0,4.0,31.0,0.0,14.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Overstreet, Jalen",0,0,0,0,0,0,0,8,9,1,8,0,3,1.0,0.0,0.0,0.0,0.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Swoopes, Tyrone",0,0,0,0,0,0,0,2,1,0,1,1,1,0.5,0.0,0.0,0.0,0.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,112.0,2.0,47.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,2.0,texastech_texas_11_28_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut11.htm,2013-11-28,texas,texas tech,41.0,16.0,Win,2013
"McCoy, Case",12,34,2,54,1,14,1,3,10,1,9,0,7,3.0,0.0,0.0,0.0,0.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
Total,12,34,2,54,1,14,1,35,172,9,163,0,23,4.7,12.0,54.0,1.0,14.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Brown, Malcolm",0,0,0,0,0,0,0,25,133,2,131,0,23,5.2,4.0,19.0,1.0,10.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Johnson, Daje",0,0,0,0,0,0,0,2,21,2,19,0,21,9.5,2.0,10.0,0.0,14.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Overstreet, Jalen",0,0,0,0,0,0,0,2,5,0,5,0,5,2.5,0.0,0.0,0.0,0.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Bergeron, Joe",0,0,0,0,0,0,0,3,3,4,-1,0,3,-0.3,0.0,0.0,0.0,0.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,14.0,0.0,5.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,11.0,0.0,5.0,texas_baylor_12_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut12.htm,2013-12-07,baylor,texas,30.0,10.0,Loss,2013
"McCoy, Case",8,17,2,48,0,11,1,2,1,10,-9,1,1,-4.5,0.0,0.0,0.0,0.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Swoopes, Tyrone",1,6,0,8,0,8,1,8,44,6,38,0,26,4.8,0.0,0.0,0.0,0.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
Total,9,23,2,56,0,11,2,44,201,21,180,1,40,4.1,9.0,56.0,0.0,11.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Brown, Malcolm",0,0,0,0,0,0,0,26,132,2,130,0,40,5.0,0.0,0.0,0.0,0.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Bergeron, Joe",0,0,0,0,0,0,0,8,24,3,21,0,7,2.6,2.0,16.0,0.0,11.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.0,0.0,11.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0.0,7.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Daniels, Greg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,0.0,8.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,0.0,8.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Swaim, Geoff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,2.0,oregon_texas_12_30_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut13.htm,2013-12-30,texas,oregon,7.0,30.0,Loss,2013
"Ash, David",16,22,0,221,2,45,2,4,52,21,31,1,49,7.8,0.0,0.0,0.0,0.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"McCoy, Case",5,8,0,64,1,17,0,2,8,0,8,0,6,4.0,0.0,0.0,0.0,0.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
Total,21,30,0,285,3,45,2,31,168,22,146,3,49,4.7,21.0,285.0,3.0,45.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Bergeron, Joe",0,0,0,0,0,0,0,11,49,0,49,1,11,4.5,2.0,27.0,0.0,22.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Gray, Johnathan",0,0,0,0,0,0,0,7,30,0,30,0,15,4.3,0.0,0.0,0.0,0.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Monroe, D.J.",0,0,0,0,0,0,0,2,10,0,10,1,6,5.0,0.0,0.0,0.0,0.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Shipley, Jaxon",0,0,0,0,0,0,0,1,10,0,10,0,10,10.0,2.0,30.0,0.0,16.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Brown, Malcolm",0,0,0,0,0,0,0,2,5,0,5,0,3,2.5,2.0,23.0,0.0,23.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Johnson, Daje",0,0,0,0,0,0,0,1,4,0,4,0,4,4.0,3.0,66.0,1.0,45.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
TEAM,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1.0,0.0,0.0,0.0,0.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,30.0,1.0,22.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Grant, D.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,22.0,0.0,18.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Goodwin, Marqui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,15.0,0.0,12.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Jackson, Bryant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,20.0,0.0,20.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17.0,0.0,17.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"McFarland, M.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13.0,1.0,13.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Sanders, Kendal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,0.0,12.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Hills, Jeremy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.0,0.0,10.0,newmexico_texas_9_8_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut02.html,2012-09-08,texas,new mexico,45.0,0.0,Win,2012
"Ash, David",19,23,0,326,4,55,0,2,19,0,19,0,12,9.5,0.0,0.0,0.0,0.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Shipley, Jaxon",0,1,0,0,0,0,0,1,7,0,7,0,7,7.0,3.0,35.0,0.0,23.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
Total,19,24,0,326,4,55,0,54,361,11,350,4,69,6.5,19.0,326.0,4.0,55.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Brown, Malcolm",0,0,0,0,0,0,0,21,128,0,128,2,25,6.1,2.0,15.0,0.0,9.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Goodwin, Marqui",0,0,0,0,0,0,0,2,80,0,80,1,69,40.0,2.0,102.0,1.0,55.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Gray, Johnathan",0,0,0,0,0,0,0,9,50,0,50,0,19,5.6,0.0,0.0,0.0,0.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Bergeron, Joe",0,0,0,0,0,0,0,11,48,0,48,0,11,4.4,1.0,18.0,0.0,18.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Hills, Jeremy",0,0,0,0,0,0,0,2,13,0,13,0,9,6.5,1.0,9.0,0.0,9.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Monroe, D.J.",0,0,0,0,0,0,0,1,10,0,10,1,10,10.0,0.0,0.0,0.0,0.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Roberson, Ryan",0,0,0,0,0,0,0,1,4,0,4,0,4,4.0,1.0,1.0,1.0,1.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Johnson, Daje",0,0,0,0,0,0,0,2,2,5,-3,0,2,-1.5,2.0,15.0,0.0,8.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
TEAM,0,0,0,0,0,0,0,1,0,3,-3,0,0,-3.0,0.0,0.0,0.0,0.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"McCoy, Case",0,0,0,0,0,0,0,1,0,3,-3,0,0,-3.0,0.0,0.0,0.0,0.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,124.0,1.0,46.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Grant, D.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,1.0,4.0,texas_olemiss_9_15_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut03.html,2012-09-15,ole miss,texas,31.0,66.0,Win,2012
"Ash, David",30,37,1,304,3,44,2,4,0,18,-18,0,0,-4.5,0.0,0.0,0.0,0.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Shipley, Jaxon",0,1,0,0,0,0,0,1,2,0,2,0,2,2.0,5.0,82.0,3.0,44.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
Total,30,38,1,304,3,44,2,42,160,24,136,2,19,3.2,30.0,304.0,3.0,44.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Gray, Johnathan",0,0,0,0,0,0,0,12,68,0,68,0,15,5.7,0.0,0.0,0.0,0.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Bergeron, Joe",0,0,0,0,0,0,0,15,49,1,48,2,19,3.2,3.0,24.0,0.0,13.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Monroe, D.J.",0,0,0,0,0,0,0,3,24,0,24,0,10,8.0,0.0,0.0,0.0,0.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Brown, Malcolm",0,0,0,0,0,0,0,3,7,0,7,0,3,2.3,0.0,0.0,0.0,0.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Goodwin, Marqui",0,0,0,0,0,0,0,4,10,5,5,0,6,1.2,6.0,28.0,0.0,12.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,49.0,0.0,32.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Johnson, Daje",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,45.0,0.0,17.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Roberson, Ryan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,23.0,0.0,7.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Hills, Jeremy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,24.0,0.0,15.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Grant, D.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29.0,0.0,29.0,texas_oklahomastate_9_29_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut04.html,2012-09-29,oklahoma state,texas,36.0,41.0,Win,2012
"Ash, David",22,29,0,269,1,46,1,4,15,5,10,0,8,2.5,0.0,0.0,0.0,0.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
Total,22,29,0,269,1,46,1,39,160,25,135,4,49,3.5,22.0,269.0,1.0,46.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Gray, Johnathan",0,0,0,0,0,0,0,14,87,0,87,0,49,6.2,0.0,0.0,0.0,0.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Bergeron, Joe",0,0,0,0,0,0,0,17,49,4,45,4,12,2.6,0.0,0.0,0.0,0.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Johnson, Daje",0,0,0,0,0,0,0,2,8,0,8,0,6,4.0,1.0,46.0,0.0,46.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Goodwin, Marqui",0,0,0,0,0,0,0,1,1,0,1,0,1,1.0,4.0,24.0,1.0,11.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
TEAM,0,0,0,0,0,0,0,1,0,16,-16,0,0,-16.0,0.0,0.0,0.0,0.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Hills, Jeremy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,67.0,0.0,20.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,58.0,0.0,23.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,20.0,0.0,9.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Grant, D.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,30.0,0.0,26.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"McFarland, M.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,24.0,0.0,24.0,westvirginia_texas_10_6_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut05.html,2012-10-06,texas,west virginia,45.0,48.0,Loss,2012
"Ash, David",13,29,2,113,0,31,1,6,28,12,16,0,15,2.7,0.0,0.0,0.0,0.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
"McCoy, Case",5,8,0,102,2,44,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
Total,18,37,2,215,2,44,1,23,89,15,74,0,29,3.2,18.0,215.0,2.0,44.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
"Johnson, Daje",0,0,0,0,0,0,0,4,41,0,41,0,29,10.2,1.0,12.0,0.0,12.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
"Gray, Johnathan",0,0,0,0,0,0,0,8,17,1,16,0,5,2.0,2.0,3.0,0.0,6.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
"Bergeron, Joe",0,0,0,0,0,0,0,4,3,2,1,0,2,0.2,0.0,0.0,0.0,0.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
"Hills, Jeremy",0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_13_2012,http://stats.texassports.com/sports/m-footbl/2012-2013/ut06.html,2012-10-13,oklahoma,texas,63.0,21.0,Loss,2012
