##,Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yd,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
55,Santos,Dalton,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,byu_texas_9_6_2014,2014-09-06,texas,byu,7.0,41.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut02.htm,2014
18,Swoopes,Tyrone,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,byu_texas_9_6_2014,2014-09-06,texas,byu,7.0,41.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut02.htm,2014
7C,Cobbs,Demarco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,byu_texas_9_6_2014,2014-09-06,texas,byu,7.0,41.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut02.htm,2014
GM,Game,,57.0,40.0,97.0,13.0,40.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,6.0,35.0,1.0,byu_texas_9_6_2014,2014-09-06,texas,byu,7.0,41.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut02.htm,2014
3,Hicks,Jordan,9.0,9.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
33,Edmond,Steve,7.0,6.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
21,Thomas,Duke,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
88,Reed,Cedric,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
42,Bluiett,Caleb,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
90,Brown,Malcom,4.0,2.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
1,Davis,Shiro,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
6,Diggs,Quandre,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
2,Thompson,Mykkele,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
26,Colbert,Adrian,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
98,Ridgeway,Hassan,2.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
31,Hall,Jason,2.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
44,Haines,Dylan,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
19,Jinkens,Peter,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
7C,Cobbs,Demarco,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
93,Boyette Jr.,Paul,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
99,Jackson,Desmond,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
15,Echols,Bryson,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
25,Davis,Antwuan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
37,Boyer,Nate,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
91,Cottrell,Bryce,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
40,Hughes,Naashon,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
GM,Game,,54.0,46.0,100.0,11.0,35.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,24.0,5.0,ucla_texas_9_13_2014,2014-09-13,texas,ucla,17.0,20.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut03.htm,2014
3,Hicks,Jordan,9.0,6.0,15.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
33,Edmond,Steve,9.0,5.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
31,Hall,Jason,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
98,Ridgeway,Hassan,5.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
90,Brown,Malcom,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
44,Haines,Dylan,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
42,Bluiett,Caleb,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
88,Reed,Cedric,4.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
6,Diggs,Quandre,3.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
93,Boyette Jr.,Paul,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
21,Thomas,Duke,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
55,Santos,Dalton,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
7C,Cobbs,Demarco,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
1J,Jackson,Tevin,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
1,Davis,Shiro,1.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
26,Colbert,Adrian,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
2,Thompson,Mykkele,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
91,Cottrell,Bryce,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
40,Hughes,Naashon,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
2R,Rose,Nick,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
4,Russ,William,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
GM,Game,,63.0,21.0,84.0,10.0,38.0,0.0,0.0,0.0,4.0,25.0,4.0,0.0,4.0,31.0,6.0,texas_kansas_9_27_2014,2014-09-27,kansas,texas,0.0,23.0,Win,http://stats.texassports.com/sports/m-footbl/2014-2015/ut04.htm,2014
33,Edmond,Steve,14.0,5.0,19.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
3,Hicks,Jordan,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
44,Haines,Dylan,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
31,Hall,Jason,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
42,Bluiett,Caleb,5.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
6,Diggs,Quandre,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
2,Thompson,Mykkele,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
90,Brown,Malcom,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
88,Reed,Cedric,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
93,Boyette Jr.,Paul,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
19,Jinkens,Peter,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
55,Santos,Dalton,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
21,Thomas,Duke,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
95,Ford,Poona,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
1,Davis,Shiro,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
85,McFarland,M.J.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
98,Ridgeway,Hassan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
7C,Cobbs,Demarco,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
82,Swaim,Geoff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
32,Gray,Johnathan,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
1J,Jackson,Tevin,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
26,Colbert,Adrian,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
52,James,Darius,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
GM,Game,,56.0,35.0,91.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,1.0,baylor_texas_10_4_2014,2014-10-04,texas,baylor,7.0,28.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut05.htm,2014
3,Hicks,Jordan,6.0,5.0,11.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2014,2014-10-11,oklahoma,texas,31.0,26.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut06.htm,2014
31,Hall,Jason,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2014,2014-10-11,oklahoma,texas,31.0,26.0,Loss,http://stats.texassports.com/sports/m-footbl/2014-2015/ut06.htm,2014
